Feature,Value
222_subband_7_cv,-39.60597314455331
222_subband_7_mean_abs,0.0014711448717351745
222_subband_7_rms,0.0021005256223883247
222_subband_7_crest,2.691184886014642
222_subband_7_clearance,5.458258572382817
222_subband_7_shape,1.427816976251165
222_subband_7_impulse,3.842519466482262
222_subband_7_skewness,0.4377414395662504
222_subband_7_kurtosis,0.4838155576518779
222_subband_7_zero_crossing_rate,0.7972972972972973
222_subband_7_median,-3.765429692427578e-05
222_subband_7_mad,0.0009335483360783528
222_subband_7_energy,0.0014736774353634931
222_subband_7_entropy,4.88032089049361
222_subband_8_max,0.0032250506151471287
222_subband_8_min,-0.00297770850009387
222_subband_8_peak,0.0032250506151471287
222_subband_8_peak2peak,0.0062027591152409986
222_subband_8_mean,6.2259978684433e-11
222_subband_8_std,0.001340061664410662
222_subband_8_var,1.7957652644230737e-06
222_subband_8_q75,0.0006220095810409377
222_subband_8_q25,-0.0006314432683006026
222_subband_8_iqr,0.0012534528493415402
222_subband_8_cv,21523644.767095312
222_subband_8_mean_abs,0.0009621475228080734
222_subband_8_rms,0.0013380540802655266
222_subband_8_crest,2.4102543108774364
222_subband_8_clearance,4.621764492710341
222_subband_8_shape,1.390695344057377
222_subband_8_impulse,3.351929448131472
222_subband_8_skewness,0.016592444480277847
222_subband_8_kurtosis,0.23156049538886547
222_subband_8_zero_crossing_rate,0.7837837837837838
222_subband_8_median,3.3144867870024076e-05
222_subband_8_mad,0.0006285184932175798
222_subband_8_energy,0.0005979898330528849
222_subband_8_entropy,5.0230317269384805
222_subband_9_max,0.004172205490078245
222_subband_9_min,-0.0035964919179728274
222_subband_9_peak,0.004172205490078245
222_subband_9_peak2peak,0.007768697408051073
222_subband_9_mean,-1.9941617138350105e-05
222_subband_9_std,0.0018347294797919943
222_subband_9_var,3.366232264017802e-06
222_subband_9_q75,0.0009686446084167425
222_subband_9_q25,-0.0012246409261352216
222_subband_9_iqr,0.002193285534551964
222_subband_9_cv,-92.00504989455399
222_subband_9_mean_abs,0.0013997696300467903
222_subband_9_rms,0.0018320893516417986
222_subband_9_crest,2.2772936736624705
222_subband_9_clearance,3.8728142476725713
222_subband_9_shape,1.3088506224989016
222_subband_9_impulse,2.980637242385935
222_subband_9_skewness,0.3828074646929554
222_subband_9_kurtosis,-0.31363761527078715
222_subband_9_zero_crossing_rate,0.7972972972972973
222_subband_9_median,-0.00010430475454523048
222_subband_9_mad,0.001118314435111021
222_subband_9_energy,0.001121088165061355
222_subband_9_entropy,5.217691555632123
222_subband_10_max,0.0017297096694873517
222_subband_10_min,-0.0017607394263005416
222_subband_10_peak,0.0017607394263005416
222_subband_10_peak2peak,0.0034904490957878933
222_subband_10_mean,2.966064082598017e-07
222_subband_10_std,0.0007149698258617692
222_subband_10_var,5.111818518928087e-07
222_subband_10_q75,0.000347669174474034
222_subband_10_q25,-0.0003689598818562359
222_subband_10_iqr,0.00071662905633027
222_subband_10_cv,2410.5002655084822
222_subband_10_mean_abs,0.0005287681520270368
222_subband_10_rms,0.0007138987710324655
222_subband_10_crest,2.466371280838736
222_subband_10_clearance,4.412050710596543
222_subband_10_shape,1.3501168107340222
222_subband_10_impulse,3.32988932777198
222_subband_10_skewness,0.02088314750095543
222_subband_10_kurtosis,-0.06920079936201384
222_subband_10_zero_crossing_rate,0.7987987987987988
222_subband_10_median,-3.7967414937956643e-06
222_subband_10_mad,0.0003646503575077565
222_subband_10_energy,0.000170223586064076
222_subband_10_entropy,5.121124304830582
222_subband_11_max,0.0026690294103491156
222_subband_11_min,-0.0020497777237085497
222_subband_11_peak,0.0026690294103491156
222_subband_11_peak2peak,0.004718807134057665
222_subband_11_mean,-1.594732880838777e-05
222_subband_11_std,0.001028651650412639
222_subband_11_var,1.058124217896646e-06
222_subband_11_q75,0.00042118905113420243
222_subband_11_q25,-0.0004958017886812445
222_subband_11_iqr,0.0009169908398154469
222_subband_11_cv,-64.50306899495307
222_subband_11_mean_abs,0.0007188338725108642
222_subband_11_rms,0.0010272343932191134
222_subband_11_crest,2.598267180273237
222_subband_11_clearance,5.330386531349271
222_subband_11_shape,1.4290289210092673
222_subband_11_impulse,3.7129989451196552
222_subband_11_skewness,0.4093718692096494
222_subband_11_kurtosis,0.3999756496164486
222_subband_11_zero_crossing_rate,0.7972972972972973
222_subband_11_median,-1.845757849654885e-05
222_subband_11_mad,0.0004703412988343216
222_subband_11_energy,0.0003524403065364882
222_subband_11_entropy,4.833525731621969
222_subband_12_max,0.0009746357295946014
222_subband_12_min,-0.0009270920670485424
222_subband_12_peak,0.0009746357295946014
222_subband_12_peak2peak,0.0019017277966431438
222_subband_12_mean,1.5173153443044632e-05
222_subband_12_std,0.0003442956831377375
222_subband_12_var,1.1853951742728135e-07
222_subband_12_q75,0.00016823245905561956
222_subband_12_q25,-0.00018512701116205353
222_subband_12_iqr,0.0003533594702176731
222_subband_12_cv,22.691109295778098
222_subband_12_mean_abs,0.00024593056860032215
222_subband_12_rms,0.000344114564175763
222_subband_12_crest,2.8323001437881246
222_subband_12_clearance,5.411057696204683
222_subband_12_shape,1.3992346137946197
222_subband_12_impulse,3.9630523978438226
222_subband_12_skewness,0.15149149526162112
222_subband_12_kurtosis,0.47432331321525867
222_subband_12_zero_crossing_rate,0.7807807807807807
222_subband_12_median,3.98997537098953e-07
222_subband_12_mad,0.00017252062342098658
222_subband_12_energy,3.955055431481035e-05
222_subband_12_entropy,4.888712515743505
222_subband_13_max,0.0014282886501853053
222_subband_13_min,-0.0010772193431392504
222_subband_13_peak,0.0014282886501853053
222_subband_13_peak2peak,0.002505507993324556
222_subband_13_mean,3.0056960195371416e-05
222_subband_13_std,0.00046588307745311727
222_subband_13_var,2.1704704185718727e-07
222_subband_13_q75,0.00023941613830980203
222_subband_13_q25,-0.00021879992377572908
222_subband_13_iqr,0.0004582160620855311
222_subband_13_cv,15.50000646854702
222_subband_13_mean_abs,0.0003328366410304435
222_subband_13_rms,0.00046615514721033295
222_subband_13_crest,3.063977001504287
222_subband_13_clearance,5.957635169969947
222_subband_13_shape,1.4005523723804654
222_subband_13_impulse,4.291260258376013
222_subband_13_skewness,0.4506553559394875
222_subband_13_kurtosis,0.3698636372210826
222_subband_13_zero_crossing_rate,0.7912912912912913
222_subband_13_median,-2.4153976222478608e-08
222_subband_13_mad,0.00023845843222335995
222_subband_13_energy,7.257840750440952e-05
222_subband_13_entropy,4.888838007866227
222_subband_14_max,0.0006589922800244958
222_subband_14_min,-0.0008590976518393839
222_subband_14_peak,0.0008590976518393839
222_subband_14_peak2peak,0.0015180899318638797
222_subband_14_mean,4.638964854930788e-06
222_subband_14_std,0.0002569384385320866
222_subband_14_var,6.601736119530683e-08
222_subband_14_q75,0.00011690853957850976
222_subband_14_q25,-8.914532934713131e-05
222_subband_14_iqr,0.00020605386892564106
222_subband_14_cv,55.38701985616143
222_subband_14_mean_abs,0.0001746179047277228
222_subband_14_rms,0.0002565954489467541
222_subband_14_crest,3.3480627009002584
222_subband_14_clearance,7.107012639157013
222_subband_14_shape,1.4694681473062958
222_subband_14_impulse,4.919871494157215
222_subband_14_skewness,-0.4525380530569222
222_subband_14_kurtosis,1.10343717755124
222_subband_14_zero_crossing_rate,0.5705705705705706
222_subband_14_median,2.4020348152249358e-06
222_subband_14_mad,0.00010096142612586727
222_subband_14_energy,2.1990968956342216e-05
222_subband_14_entropy,4.689805385483833
222_subband_15_max,0.0008094945816276432
222_subband_15_min,-0.001203657099332187
222_subband_15_peak,0.001203657099332187
222_subband_15_peak2peak,0.00201315168095983
222_subband_15_mean,-4.348280129337484e-05
222_subband_15_std,0.00034831331418649756
222_subband_15_var,1.2132216483958175e-07
222_subband_15_q75,0.00012400897691797032
222_subband_15_q25,-0.00014362755608468642
222_subband_15_iqr,0.00026763653300265674
222_subband_15_cv,-8.010369705402756
222_subband_15_mean_abs,0.0002336146383429958
222_subband_15_rms,0.0003504991852107663
222_subband_15_crest,3.4341223892100907
222_subband_15_clearance,7.383539682860042
222_subband_15_shape,1.5003305772995237
222_subband_15_impulse,5.152318826720795
222_subband_15_skewness,-0.8838094567515296
222_subband_15_kurtosis,1.4087399965376335
222_subband_15_zero_crossing_rate,0.6591591591591591
222_subband_15_median,3.6992450280884387e-06
222_subband_15_mad,0.00012756280054883928
222_subband_15_energy,4.10317927303593e-05
222_subband_15_entropy,4.727911213495184
222_subband_16_max,0.0016005838449696568
222_subband_16_min,-0.0014822276297163644
222_subband_16_peak,0.0016005838449696568
222_subband_16_peak2peak,0.003082811474686021
222_subband_16_mean,1.959808226155279e-11
222_subband_16_std,0.0006671378852656116
222_subband_16_var,4.4507295795667245e-07
222_subband_16_q75,0.00031090814964662196
222_subband_16_q25,-0.0003149250626597816
222_subband_16_iqr,0.0006258332123064035
222_subband_16_cv,34040977.906006254
222_subband_16_mean_abs,0.0004792913307009787
222_subband_16_rms,0.000666138427198383
222_subband_16_crest,2.4027796320073067
222_subband_16_clearance,4.604013861369552
222_subband_16_shape,1.3898403424575498
222_subband_16_impulse,3.3394800665990605
222_subband_16_skewness,0.014851695887992077
222_subband_16_kurtosis,0.22446019604048928
222_subband_16_zero_crossing_rate,0.7837837837837838
222_subband_16_median,1.6281391284594104e-05
222_subband_16_mad,0.0003131087174581593
222_subband_16_energy,0.00014820929499957203
222_subband_16_entropy,4.9934235945132714
222_subband_17_max,0.0020794825462380757
222_subband_17_min,-0.0017930489927876336
222_subband_17_peak,0.0020794825462380757
222_subband_17_peak2peak,0.0038725315390257093
222_subband_17_mean,-9.092419363360526e-06
222_subband_17_std,0.0009142591513229799
222_subband_17_var,8.358697957778155e-07
222_subband_17_q75,0.0004818166792385761
222_subband_17_q25,-0.0006108254262751716
222_subband_17_iqr,0.0010926421055137477
222_subband_17_cv,-100.5518019777162
222_subband_17_mean_abs,0.0006971671427562926
222_subband_17_rms,0.0009129347532484011
222_subband_17_crest,2.277799742904812
222_subband_17_clearance,3.876672724723569
222_subband_17_shape,1.309491938531495
222_subband_17_impulse,2.9827604009229627
222_subband_17_skewness,0.3846558159036091
222_subband_17_kurtosis,-0.30697651961903727
222_subband_17_zero_crossing_rate,0.7972972972972973
222_subband_17_median,-5.193175203293682e-05
222_subband_17_mad,0.0005554837335286286
222_subband_17_energy,0.00027837225447203213
222_subband_17_entropy,5.212642398870911
222_subband_18_max,0.0008498195255926627
222_subband_18_min,-0.0008726733862022924
222_subband_18_peak,0.0008726733862022924
222_subband_18_peak2peak,0.001722492911794955
222_subband_18_mean,1.4244753798674248e-07
222_subband_18_std,0.0003551086931733151
222_subband_18_var,1.2610218396725967e-07
222_subband_18_q75,0.00017639875145630124
222_subband_18_q25,-0.0001832442109333879
222_subband_18_iqr,0.0003596429623896892
222_subband_18_cv,2492.9086047550004
222_subband_18_mean_abs,0.0002625771440215567
222_subband_18_rms,0.0003545767234457967
222_subband_18_crest,2.4611694127059525
222_subband_18_clearance,4.406485820997333
222_subband_18_shape,1.3503716203748761
222_subband_18_impulse,3.323493327852819
222_subband_18_skewness,0.005773066120295173
222_subband_18_kurtosis,-0.07568513268205646
222_subband_18_zero_crossing_rate,0.7987987987987988
222_subband_18_median,-1.8640898938857995e-06
222_subband_18_mad,0.0001820877999935386
222_subband_18_energy,4.199203403839203e-05
222_subband_18_entropy,5.108185332841121
222_subband_19_max,0.0013203540543800948
222_subband_19_min,-0.0010155108180869322
222_subband_19_peak,0.0013203540543800948
222_subband_19_peak2peak,0.002335864872467027
222_subband_19_mean,-7.3636899856388465e-06
222_subband_19_std,0.0005112053168013216
222_subband_19_var,2.6133087592593965e-07
222_subband_19_q75,0.00020899006968513493
222_subband_19_q25,-0.000247499970737426
222_subband_19_iqr,0.00045649004042256096
222_subband_19_cv,-69.42243872274742
222_subband_19_mean_abs,0.00035783268741512627
222_subband_19_rms,0.0005104925778930689
222_subband_19_crest,2.5864314420192507
222_subband_19_clearance,5.295921703942387
222_subband_19_shape,1.4266236591763344
222_subband_19_impulse,3.689864288022226
222_subband_19_skewness,0.4006210366739237
222_subband_19_kurtosis,0.3730429183769175
222_subband_19_zero_crossing_rate,0.7972972972972973
222_subband_19_median,-9.13297823759214e-06
222_subband_19_mad,0.00023198560318052073
222_subband_19_energy,8.704129247602625e-05
222_subband_19_entropy,4.814118561087378
222_subband_20_max,0.0004517861924815353
222_subband_20_min,-0.00044871008423804043
222_subband_20_peak,0.0004517861924815353
222_subband_20_peak2peak,0.0009004962767195757
222_subband_20_mean,6.284931127117886e-06
222_subband_20_std,0.0001679380191009626
222_subband_20_var,2.820317825955528e-08
222_subband_20_q75,8.29023442198881e-05
222_subband_20_q25,-8.615595327921025e-05
222_subband_20_iqr,0.00016905829749909836
222_subband_20_cv,26.720741358063986
222_subband_20_mean_abs,0.00012081361737513063
222_subband_20_rms,0.00016780416551848815
222_subband_20_crest,2.6923419396985047
222_subband_20_clearance,5.077983060854927
222_subband_20_shape,1.388950758733183
222_subband_20_impulse,3.7395303799134076
222_subband_20_skewness,0.0691498840967588
222_subband_20_kurtosis,0.343753377115664
222_subband_20_zero_crossing_rate,0.7927927927927928
222_subband_20_median,1.93391235132053e-07
222_subband_20_mad,8.412335132021982e-05
222_subband_20_energy,9.404851480428961e-06
222_subband_20_entropy,4.968582683418564
222_subband_21_max,0.0006860060847235773
222_subband_21_min,-0.0005262381230828946
222_subband_21_peak,0.0006860060847235773
222_subband_21_peak2peak,0.001212244207806472
222_subband_21_mean,1.3596821094039113e-05
222_subband_21_std,0.00023152559576441575
222_subband_21_var,5.360410149406765e-08
222_subband_21_q75,0.00012034674079314378
222_subband_21_q25,-0.00011107173954182605
222_subband_21_iqr,0.00023141848033496982
222_subband_21_cv,17.027921023827936
222_subband_21_mean_abs,0.0001660593213383034
222_subband_21_rms,0.00023157824534289148
222_subband_21_crest,2.9623079823747136
222_subband_21_clearance,5.732613348514243
222_subband_21_shape,1.3945513174241513
222_subband_21_impulse,4.131090499436736
222_subband_21_skewness,0.41085694783588506
222_subband_21_kurtosis,0.26198622075344646
222_subband_21_zero_crossing_rate,0.7972972972972973
222_subband_21_median,1.3929028423025097e-07
222_subband_21_mad,0.00011652738198333447
222_subband_21_energy,1.7911913561174875e-05
222_subband_21_entropy,4.912689292902204
222_subband_22_max,0.0003087050089269475
222_subband_22_min,-0.00042447572345337306
222_subband_22_peak,0.00042447572345337306
222_subband_22_peak2peak,0.0007331807323803206
222_subband_22_mean,2.2277090346789043e-06
222_subband_22_std,0.0001258433326724379
222_subband_22_var,1.5836544378105878e-08
222_subband_22_q75,6.0783208205454075e-05
222_subband_22_q25,-4.142980969306326e-05
222_subband_22_iqr,0.00010221301789851734
222_subband_22_cv,56.490022131896865
222_subband_22_mean_abs,8.548194905815334e-05
222_subband_22_rms,0.00012567454898316447
222_subband_22_crest,3.37757904753043
222_subband_22_clearance,7.168902301833239
222_subband_22_shape,1.4701881551351632
222_subband_22_impulse,4.965676708711945
222_subband_22_skewness,-0.49987147762826317
222_subband_22_kurtosis,1.1117109138826304
222_subband_22_zero_crossing_rate,0.5705705705705706
222_subband_22_median,1.0541851407109934e-06
222_subband_22_mad,5.004480660048642e-05
222_subband_22_energy,5.275226815548683e-06
222_subband_22_entropy,4.753339620098702
222_subband_23_max,0.0003884723322034428
222_subband_23_min,-0.0005658064889933182
222_subband_23_peak,0.0005658064889933182
222_subband_23_peak2peak,0.000954278821196761
222_subband_23_mean,-1.9643382236180477e-05
222_subband_23_std,0.00016921297204982726
222_subband_23_var,2.863302990993562e-08
222_subband_23_q75,6.726230567437209e-05
222_subband_23_q25,-6.860635167284097e-05
222_subband_23_iqr,0.00013586865734721305
222_subband_23_cv,-8.614248300792093
222_subband_23_mean_abs,0.00011428050429524499
222_subband_23_rms,0.00017009751538794277
222_subband_23_crest,3.3263653951845145
222_subband_23_clearance,7.0699788036587865
222_subband_23_shape,1.4884211129178595
222_subband_23_impulse,4.95103248347199
222_subband_23_skewness,-0.8739223948596888
222_subband_23_kurtosis,1.2708757845785081
222_subband_23_zero_crossing_rate,0.6651651651651652
222_subband_23_median,1.978382760645834e-06
222_subband_23_mad,6.627308753094782e-05
222_subband_23_energy,9.663677023544576e-06
222_subband_23_entropy,4.741380274888552
222_subband_24_max,0.00015831291326770812
222_subband_24_min,-0.00021431925936433056
222_subband_24_peak,0.00021431925936433056
222_subband_24_peak2peak,0.0003726321726320387
222_subband_24_mean,1.1498994401025342e-11
222_subband_24_std,7.79967687356308e-05
222_subband_24_var,6.0834959331994744e-09
222_subband_24_q75,4.28156356599608e-05
222_subband_24_q25,-3.426811964316528e-05
222_subband_24_iqr,7.708375530312608e-05
222_subband_24_cv,6782920.8377278615
222_subband_24_mean_abs,5.674679926316146e-05
222_subband_24_rms,7.787991957828005e-05
222_subband_24_crest,2.751919371833842
222_subband_24_clearance,5.123356058472777
222_subband_24_shape,1.3724107894987068
222_subband_24_impulse,3.7767638377352677
222_subband_24_skewness,-0.3718030115984982
222_subband_24_kurtosis,0.09833506348017407
222_subband_24_zero_crossing_rate,0.7987987987987988
222_subband_24_median,3.754354660721291e-07
222_subband_24_mad,3.976039144141908e-05
222_subband_24_energy,2.025804145755469e-06
222_subband_24_entropy,5.019023471121619
222_subband_25_max,0.0003018312392071417
222_subband_25_min,-0.000260766362327571
222_subband_25_peak,0.0003018312392071417
222_subband_25_peak2peak,0.0005625976015347126
222_subband_25_mean,3.645707387555051e-06
222_subband_25_std,0.0001158944223550146
222_subband_25_var,1.3431517133002507e-08
222_subband_25_q75,5.755000395764353e-05
222_subband_25_q25,-5.7011828664474374e-05
222_subband_25_iqr,0.0001145618326221179
222_subband_25_cv,31.78928258220355
222_subband_25_mean_abs,8.352498703429563e-05
222_subband_25_rms,0.00011577821121526053
222_subband_25_crest,2.606977910947011
222_subband_25_clearance,5.037083445512838
222_subband_25_shape,1.3861506038632683
222_subband_25_impulse,3.6136640055174007
222_subband_25_skewness,0.20111143308899063
